# MEAN_SAMPLE_SIZE = 99339
# TOTAL_GENES = 18121
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:engelmann_...2         SET      46     0.060695    0.0030542     0.094476       0.2603 Curated_gene_sets:engelmann_cancer_progenitors_up
Curated_gene_sets:engelmann_...1         SET      60    0.0072275   0.00041521     0.078946      0.46353 Curated_gene_sets:engelmann_cancer_progenitors_dn
Curated_gene_sets:worschech_...4         SET      53    0.0048197   0.00026028     0.081761       0.4765 Curated_gene_sets:worschech_tumor_rejection_up
Curated_gene_sets:worschech_...3         SET      10     0.091559    0.0021503      0.16951      0.29455 Curated_gene_sets:worschech_tumor_rejection_dn
Curated_gene_sets:huang_foxa...2         SET      47     -0.15081   -0.0076709     0.095791      0.94229 Curated_gene_sets:huang_foxa2_targets_up
Curated_gene_sets:huang_foxa...1         SET      35    -0.067593   -0.0029678      0.10859      0.73318 Curated_gene_sets:huang_foxa2_targets_dn
Curated_gene_sets:masri_resi...2         SET      16      0.04713    0.0013999      0.15938      0.38373 Curated_gene_sets:masri_resistance_to_tamoxifen_and_aromatase_inhibitors_up
Curated_gene_sets:masri_resi...1         SET      18     -0.11724   -0.0036934      0.15805       0.7709 Curated_gene_sets:masri_resistance_to_tamoxifen_and_aromatase_inhibitors_dn
Curated_gene_sets:mishra_car...2         SET      22      0.18199    0.0063374      0.13242     0.084672 Curated_gene_sets:mishra_carcinoma_associated_fibroblast_up
Curated_gene_sets:mccabe_hox...4         SET       9     0.099775    0.0022231      0.21332      0.31999 Curated_gene_sets:mccabe_hoxc6_targets_up
Curated_gene_sets:mccabe_hox...3         SET      21     0.055383    0.0018843      0.14175      0.34801 Curated_gene_sets:mccabe_hoxc6_targets_dn
Curated_gene_sets:ting_silen...          SET      28     -0.13381    -0.005256      0.11564      0.87638 Curated_gene_sets:ting_silenced_by_dicer
Curated_gene_sets:boyerinas_...          SET      10      0.21998    0.0051664      0.20504      0.14167 Curated_gene_sets:boyerinas_oncofetal_targets_of_let7a1
Curated_gene_sets:mccabe_hox...2         SET      26   -0.0050444  -0.00019094      0.12498       0.5161 Curated_gene_sets:mccabe_hoxc6_targets_cancer_up
Curated_gene_sets:mccabe_hox...1         SET      18     -0.12715   -0.0040055      0.14023      0.81771 Curated_gene_sets:mccabe_hoxc6_targets_cancer_dn
Curated_gene_sets:molenaar_t...2         SET      62      0.10396     0.006071     0.074815     0.082332 Curated_gene_sets:molenaar_targets_of_ccnd1_and_cdk4_up
Curated_gene_sets:molenaar_t...1         SET      53     0.092753     0.005009     0.085505      0.13902 Curated_gene_sets:molenaar_targets_of_ccnd1_and_cdk4_dn
Curated_gene_sets:acevedo_no...2         SET     160     0.074796    0.0069974     0.046472     0.053766 Curated_gene_sets:acevedo_normal_tissue_adjacent_to_liver_tumor_up
Curated_gene_sets:acevedo_no...1         SET     332    -0.004332  -0.00058099     0.032606      0.55285 Curated_gene_sets:acevedo_normal_tissue_adjacent_to_liver_tumor_dn
Curated_gene_sets:acevedo_li...2         SET     900     0.023314    0.0050653      0.02013       0.1234 Curated_gene_sets:acevedo_liver_cancer_up
Curated_gene_sets:acevedo_li...1         SET     510     0.010043    0.0016609     0.027319      0.35659 Curated_gene_sets:acevedo_liver_cancer_dn
Curated_gene_sets:acevedo_li...8         SET     803   -0.0043425  -0.00089367     0.020979      0.58199 Curated_gene_sets:acevedo_liver_tumor_vs_normal_adjacent_tissue_up
Curated_gene_sets:acevedo_li...7         SET     251     0.016572    0.0019368     0.037832      0.33068 Curated_gene_sets:acevedo_liver_tumor_vs_normal_adjacent_tissue_dn
Curated_gene_sets:acevedo_li...4         SET     236     -0.14295    -0.016207     0.041956      0.99967 Curated_gene_sets:acevedo_liver_cancer_with_h3k27me3_up
Curated_gene_sets:acevedo_li...3         SET     180     0.054242    0.0053793     0.048845       0.1334 Curated_gene_sets:acevedo_liver_cancer_with_h3k27me3_dn
Curated_gene_sets:acevedo_li...6         SET     114    -0.083641   -0.0066133     0.060095        0.918 Curated_gene_sets:acevedo_liver_cancer_with_h3k9me3_up
Curated_gene_sets:acevedo_li...5         SET     104    -0.059445   -0.0044906     0.057523      0.84929 Curated_gene_sets:acevedo_liver_cancer_with_h3k9me3_dn
Curated_gene_sets:acevedo_me...          SET     709    -0.033699   -0.0065342     0.024409      0.91629 Curated_gene_sets:acevedo_methylated_in_liver_cancer_dn
Curated_gene_sets:mitsiades_...2         SET     409     0.014633    0.0021735     0.029985      0.31277 Curated_gene_sets:mitsiades_response_to_aplidin_up
Curated_gene_sets:mitsiades_...1         SET     241    -0.010482   -0.0012008     0.038335      0.60774 Curated_gene_sets:mitsiades_response_to_aplidin_dn
Curated_gene_sets:hoque_meth...          SET      52    -0.080072   -0.0042833     0.089572      0.81432 Curated_gene_sets:hoque_methylated_in_cancer
Curated_gene_sets:nadella_pr...2         SET       9      0.23605    0.0052594      0.22127      0.14304 Curated_gene_sets:nadella_prkar1a_targets_up
Curated_gene_sets:nadella_pr...1         SET       6      0.17069    0.0031054      0.26912      0.26297 Curated_gene_sets:nadella_prkar1a_targets_dn
Curated_gene_sets:sagiv_cd24...2         SET      22    -0.055608   -0.0019365      0.12532      0.67138 Curated_gene_sets:sagiv_cd24_targets_up
Curated_gene_sets:sagiv_cd24...1         SET      43    -0.015371  -0.00074789      0.09293      0.56569 Curated_gene_sets:sagiv_cd24_targets_dn
Curated_gene_sets:smid_breas...14        SET      35     -0.11679   -0.0051281      0.10292      0.87176 Curated_gene_sets:smid_breast_cancer_relapse_in_brain_up
Curated_gene_sets:smid_breas...13        SET      76     0.096907    0.0062629     0.074356     0.096246 Curated_gene_sets:smid_breast_cancer_relapse_in_brain_dn
Curated_gene_sets:smid_breas...12        SET      92     0.060233     0.004281     0.067872      0.18742 Curated_gene_sets:smid_breast_cancer_relapse_in_bone_up
Curated_gene_sets:smid_breas...11        SET     277     0.046821    0.0057446     0.037595       0.1065 Curated_gene_sets:smid_breast_cancer_relapse_in_bone_dn
Curated_gene_sets:smid_breas...18        SET      22    -0.079328   -0.0027625      0.13394      0.72317 Curated_gene_sets:smid_breast_cancer_relapse_in_lung_up
Curated_gene_sets:smid_breas...17        SET      37     0.060441    0.0027284      0.10042      0.27363 Curated_gene_sets:smid_breast_cancer_relapse_in_lung_dn
Curated_gene_sets:smid_breas...16        SET       5    -0.064485    -0.001071      0.24902      0.60216 Curated_gene_sets:smid_breast_cancer_relapse_in_liver_up
Curated_gene_sets:smid_breas...15        SET      11     -0.23485   -0.0057846      0.18456      0.89838 Curated_gene_sets:smid_breast_cancer_relapse_in_liver_dn
Curated_gene_sets:smid_breas...20        SET       4     -0.29307   -0.0043538      0.33711      0.80767 Curated_gene_sets:smid_breast_cancer_relapse_in_pleura_up
Curated_gene_sets:smid_breas...19        SET      25     0.081829    0.0030374      0.12861      0.26231 Curated_gene_sets:smid_breast_cancer_relapse_in_pleura_dn
Curated_gene_sets:smid_breas...8         SET     161     0.087527    0.0082137     0.049571     0.038733 Curated_gene_sets:smid_breast_cancer_luminal_b_up
Curated_gene_sets:smid_breas...7         SET     503    -0.028636   -0.0047044      0.02898      0.83845 Curated_gene_sets:smid_breast_cancer_luminal_b_dn
Curated_gene_sets:smid_breas...6         SET      76     0.021046    0.0013601     0.071062      0.38356 Curated_gene_sets:smid_breast_cancer_luminal_a_up
Curated_gene_sets:smid_breas...5         SET      16       0.1029    0.0030563      0.15929      0.25915 Curated_gene_sets:smid_breast_cancer_luminal_a_dn
Curated_gene_sets:smid_breas...4         SET     132     0.030468     0.002591     0.054312      0.28741 Curated_gene_sets:smid_breast_cancer_erbb2_up
Curated_gene_sets:smid_breas...3         SET       5       0.2786    0.0046272      0.27546      0.15593 Curated_gene_sets:smid_breast_cancer_erbb2_dn
Curated_gene_sets:smid_breas...10        SET     430     -0.02296   -0.0034948     0.030518      0.77407 Curated_gene_sets:smid_breast_cancer_normal_like_up
Curated_gene_sets:smid_breas...9         SET       6      0.31841     0.005793      0.27726      0.12541 Curated_gene_sets:smid_breast_cancer_normal_like_dn
Curated_gene_sets:smid_breas...2         SET     593   -0.0082589   -0.0014694     0.025944      0.62488 Curated_gene_sets:smid_breast_cancer_basal_up
Curated_gene_sets:smid_breas...1         SET     650     0.014481    0.0026931     0.025157      0.28244 Curated_gene_sets:smid_breast_cancer_basal_dn
Curated_gene_sets:kumamoto_r...2         SET       8      0.77817     0.016347      0.21608   0.00015879 Curated_gene_sets:kumamoto_response_to_nutlin_3a_up
Curated_gene_sets:kumamoto_r...1         SET       9      0.16088    0.0035845      0.19829       0.2086 Curated_gene_sets:kumamoto_response_to_nutlin_3a_dn
Curated_gene_sets:ito_pttg1_...2         SET      12    -0.029561  -0.00076048      0.19697      0.55965 Curated_gene_sets:ito_pttg1_targets_up
Curated_gene_sets:ito_pttg1_...1         SET       8    -0.056413   -0.0011851      0.22278      0.59995 Curated_gene_sets:ito_pttg1_targets_dn
Curated_gene_sets:le_ski_tar...2         SET      17    -0.030944  -0.00094736      0.15388      0.57969 Curated_gene_sets:le_ski_targets_up
Curated_gene_sets:le_ski_tar...1         SET       7     -0.36579   -0.0071881      0.24926      0.92887 Curated_gene_sets:le_ski_targets_dn
Curated_gene_sets:bonome_ova...2         SET      29    -0.017388  -0.00069504      0.12221      0.55657 Curated_gene_sets:bonome_ovarian_cancer_poor_survival_up
Curated_gene_sets:bonome_ova...1         SET      21     -0.12668     -0.00431      0.13585      0.82444 Curated_gene_sets:bonome_ovarian_cancer_poor_survival_dn
Curated_gene_sets:bonome_ova...3         SET     220     -0.11038    -0.012088     0.039186      0.99757 Curated_gene_sets:bonome_ovarian_cancer_survival_optimal_debulking
Curated_gene_sets:bonome_ova...4         SET     472     0.036428    0.0058023     0.028581      0.10124 Curated_gene_sets:bonome_ovarian_cancer_survival_suboptimal_debulking
Curated_gene_sets:gali_tp53_...2         SET       8     0.068472    0.0014384      0.20122      0.36682 Curated_gene_sets:gali_tp53_targets_apoptotic_up
Curated_gene_sets:gali_tp53_...1         SET       6      0.21473    0.0039067      0.23278      0.17815 Curated_gene_sets:gali_tp53_targets_apoptotic_dn
Curated_gene_sets:moserle_if...          SET      28     0.058629    0.0023029      0.12719      0.32242 Curated_gene_sets:moserle_ifna_response
Curated_gene_sets:mcgarvey_s...          SET      40     0.045468    0.0021339     0.096981       0.3196 Curated_gene_sets:mcgarvey_silenced_by_methylation_in_colon_cancer
Curated_gene_sets:wilson_pro...2         SET      20     -0.14433   -0.0047925      0.13602      0.85568 Curated_gene_sets:wilson_proteases_at_tumor_bone_interface_up
Curated_gene_sets:wilson_pro...1         SET       6     0.059393    0.0010806      0.26335      0.41079 Curated_gene_sets:wilson_proteases_at_tumor_bone_interface_dn
Curated_gene_sets:weber_meth...2         SET       6     -0.19567   -0.0035599      0.26454      0.77024 Curated_gene_sets:weber_methylated_hcp_in_fibroblast_up
Curated_gene_sets:weber_meth...1         SET      39     -0.09111   -0.0042223     0.098314      0.82296 Curated_gene_sets:weber_methylated_hcp_in_fibroblast_dn
Curated_gene_sets:weber_meth...3         SET      27     -0.14022   -0.0054085      0.12243      0.87395 Curated_gene_sets:weber_methylated_hcp_in_sperm_dn
Curated_gene_sets:weber_meth...4         SET      18    -0.056311   -0.0017739      0.14014      0.65609 Curated_gene_sets:weber_methylated_hcp_in_sperm_up
Curated_gene_sets:basso_hair...2         SET      72      0.15721      0.00989     0.072644     0.015236 Curated_gene_sets:basso_hairy_cell_leukemia_up
Curated_gene_sets:basso_hair...1         SET       5      0.10168    0.0016889      0.29318      0.36436 Curated_gene_sets:basso_hairy_cell_leukemia_dn
Curated_gene_sets:toyota_tar...          SET     427     0.001387   0.00021039     0.028968      0.48091 Curated_gene_sets:toyota_targets_of_mir34b_and_mir34c
Curated_gene_sets:izadpanah_...2         SET     120    -0.010876  -0.00088211     0.056933      0.57575 Curated_gene_sets:izadpanah_stem_cell_adipose_vs_bone_up
Curated_gene_sets:izadpanah_...1         SET     104    -0.002989   -0.0002258     0.060967      0.51955 Curated_gene_sets:izadpanah_stem_cell_adipose_vs_bone_dn
Curated_gene_sets:zhang_brea...2         SET     398     0.080275     0.011766      0.03093    0.0047277 Curated_gene_sets:zhang_breast_cancer_progenitors_up
Curated_gene_sets:zhang_brea...1         SET     124     0.081867    0.0067492     0.053374     0.062543 Curated_gene_sets:zhang_breast_cancer_progenitors_dn
Curated_gene_sets:mishra_car...1         SET      21      0.25591    0.0087071      0.12681     0.021802 Curated_gene_sets:mishra_carcinoma_associated_fibroblast_dn
Curated_gene_sets:bernard_pp...2         SET      35     0.017072   0.00074959      0.10144      0.43318 Curated_gene_sets:bernard_ppapdc1b_targets_up
Curated_gene_sets:bernard_pp...1         SET      56    -0.036207   -0.0020097     0.085118      0.66471 Curated_gene_sets:bernard_ppapdc1b_targets_dn
Curated_gene_sets:gaurnier_p...          SET      65      0.19225     0.011494      0.07697    0.0062547 Curated_gene_sets:gaurnier_psmd4_targets
Curated_gene_sets:ehlers_ane...2         SET      40     0.029489     0.001384     0.097803      0.38151 Curated_gene_sets:ehlers_aneuploidy_up
Curated_gene_sets:ehlers_ane...1         SET      11     0.063419    0.0015621      0.19663      0.37353 Curated_gene_sets:ehlers_aneuploidy_dn
Curated_gene_sets:zheng_glio...2         SET     223     0.027532    0.0030355     0.041317      0.25259 Curated_gene_sets:zheng_glioblastoma_plasticity_up
Curated_gene_sets:zheng_glio...1         SET      52     0.020565    0.0011001     0.087943      0.40756 Curated_gene_sets:zheng_glioblastoma_plasticity_dn
Curated_gene_sets:buckanovic...2         SET      19     -0.30703   -0.0099369      0.14468      0.98308 Curated_gene_sets:buckanovich_t_lymphocyte_homing_on_tumor_up
Curated_gene_sets:buckanovic...1         SET      20     0.046715    0.0015511      0.14906      0.37699 Curated_gene_sets:buckanovich_t_lymphocyte_homing_on_tumor_dn
Curated_gene_sets:jones_tcof...          SET       5     -0.14747   -0.0024494      0.26427      0.71158 Curated_gene_sets:jones_tcof1_targets
Curated_gene_sets:aujla_il22...          SET       9   -0.0084027  -0.00018722      0.20677      0.51621 Curated_gene_sets:aujla_il22_and_il17a_signaling
Curated_gene_sets:zheng_il22...2         SET      50     -0.24371    -0.012784     0.086768      0.99751 Curated_gene_sets:zheng_il22_signaling_up
Curated_gene_sets:zheng_il22...1         SET      30     -0.10121   -0.0041149      0.10411      0.83451 Curated_gene_sets:zheng_il22_signaling_dn
Curated_gene_sets:bochkis_fo...          SET     395     0.062751    0.0091634     0.031161     0.022024 Curated_gene_sets:bochkis_foxa2_targets
Curated_gene_sets:honma_doce...          SET      34     0.042786    0.0018516     0.094437      0.32525 Curated_gene_sets:honma_docetaxel_resistance
Curated_gene_sets:wilensky_r...          SET      28     0.021716     0.000853      0.10137      0.41519 Curated_gene_sets:wilensky_response_to_darapladib
Curated_gene_sets:matzuk_ovu...          SET      17    -0.052223   -0.0015988      0.16334      0.62541 Curated_gene_sets:matzuk_ovulation
Curated_gene_sets:matzuk_cum...          SET       6    -0.030822  -0.00056077      0.25891      0.54738 Curated_gene_sets:matzuk_cumulus_expansion
Curated_gene_sets:matzuk_fer...          SET       7     0.083984    0.0016504      0.20792      0.34314 Curated_gene_sets:matzuk_fertilization
